fold,session_id,condition,t_s,score
0,S001_2026-06-01_toshiba_normal_22C_a,normal,293,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,294,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,295,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,296,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,297,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,298,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,299,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,300,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,301,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,302,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,303,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,304,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,305,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,306,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,307,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,308,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,309,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,310,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,311,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,312,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,313,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,314,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,315,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,316,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,317,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,318,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,319,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,320,23.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,321,23.7
0,S001_2026-06-01_toshiba_normal_22C_a,normal,322,23.8
0,S001_2026-06-01_toshiba_normal_22C_a,normal,323,24.0
0,S001_2026-06-01_toshiba_normal_22C_a,normal,324,24.2
0,S001_2026-06-01_toshiba_normal_22C_a,normal,325,24.4
0,S001_2026-06-01_toshiba_normal_22C_a,normal,326,24.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,327,24.7
0,S001_2026-06-01_toshiba_normal_22C_a,normal,328,24.9
0,S001_2026-06-01_toshiba_normal_22C_a,normal,329,25.0
0,S001_2026-06-01_toshiba_normal_22C_a,normal,330,25.2
0,S001_2026-06-01_toshiba_normal_22C_a,normal,331,25.4
0,S001_2026-06-01_toshiba_normal_22C_a,normal,332,25.5
0,S001_2026-06-01_toshiba_normal_22C_a,normal,333,25.7
0,S001_2026-06-01_toshiba_normal_22C_a,normal,334,25.9
0,S001_2026-06-01_toshiba_normal_22C_a,normal,335,26.0
0,S001_2026-06-01_toshiba_normal_22C_a,normal,336,26.2
