fold,session_id,condition,t_s,score
0,S001_2026-06-01_toshiba_normal_22C_a,normal,297,19.876323699951172
0,S001_2026-06-01_toshiba_normal_22C_a,normal,298,19.876323699951172
0,S001_2026-06-01_toshiba_normal_22C_a,normal,299,19.876323699951172
0,S001_2026-06-01_toshiba_normal_22C_a,normal,300,19.876323699951172
0,S001_2026-06-01_toshiba_normal_22C_a,normal,301,19.876323699951172
0,S001_2026-06-01_toshiba_normal_22C_a,normal,302,19.876323699951172
0,S001_2026-06-01_toshiba_normal_22C_a,normal,303,19.876323699951172
0,S001_2026-06-01_toshiba_normal_22C_a,normal,304,19.876323699951172
0,S001_2026-06-01_toshiba_normal_22C_a,normal,305,19.876323699951172
0,S001_2026-06-01_toshiba_normal_22C_a,normal,306,19.876323699951172
0,S001_2026-06-01_toshiba_normal_22C_a,normal,307,19.876323699951172
0,S001_2026-06-01_toshiba_normal_22C_a,normal,308,19.876323699951172
0,S001_2026-06-01_toshiba_normal_22C_a,normal,309,19.876323699951172
0,S001_2026-06-01_toshiba_normal_22C_a,normal,310,19.876323699951172
0,S001_2026-06-01_toshiba_normal_22C_a,normal,311,19.876323699951172
0,S001_2026-06-01_toshiba_normal_22C_a,normal,312,19.876323699951172
0,S001_2026-06-01_toshiba_normal_22C_a,normal,313,19.876323699951172
0,S001_2026-06-01_toshiba_normal_22C_a,normal,314,19.876323699951172
0,S001_2026-06-01_toshiba_normal_22C_a,normal,315,19.876323699951172
0,S001_2026-06-01_toshiba_normal_22C_a,normal,316,19.876323699951172
0,S001_2026-06-01_toshiba_normal_22C_a,normal,317,19.876323699951172
0,S001_2026-06-01_toshiba_normal_22C_a,normal,318,19.876323699951172
0,S001_2026-06-01_toshiba_normal_22C_a,normal,319,19.876323699951172
0,S001_2026-06-01_toshiba_normal_22C_a,normal,320,19.876323699951172
0,S001_2026-06-01_toshiba_normal_22C_a,normal,321,19.385774612426758
0,S001_2026-06-01_toshiba_normal_22C_a,normal,322,19.14318084716797
0,S001_2026-06-01_toshiba_normal_22C_a,normal,323,18.663352966308594
0,S001_2026-06-01_toshiba_normal_22C_a,normal,324,18.19066619873047
0,S001_2026-06-01_toshiba_normal_22C_a,normal,325,17.725135803222656
0,S001_2026-06-01_toshiba_normal_22C_a,normal,326,17.495044708251953
0,S001_2026-06-01_toshiba_normal_22C_a,normal,327,17.04022789001465
0,S001_2026-06-01_toshiba_normal_22C_a,normal,328,16.592561721801758
0,S001_2026-06-01_toshiba_normal_22C_a,normal,329,16.371408462524414
0,S001_2026-06-01_toshiba_normal_22C_a,normal,330,15.934456825256348
0,S001_2026-06-01_toshiba_normal_22C_a,normal,331,15.504659652709961
0,S001_2026-06-01_toshiba_normal_22C_a,normal,332,15.292437553405762
0,S001_2026-06-01_toshiba_normal_22C_a,normal,333,14.873353958129883
0,S001_2026-06-01_toshiba_normal_22C_a,normal,334,14.46142292022705
0,S001_2026-06-01_toshiba_normal_22C_a,normal,335,14.258134841918945
0,S001_2026-06-01_toshiba_normal_22C_a,normal,336,13.856921195983887
0,S001_2026-06-01_toshiba_normal_22C_a,normal,337,13.462855339050293
0,S001_2026-06-01_toshiba_normal_22C_a,normal,338,13.268501281738281
0,S001_2026-06-01_toshiba_normal_22C_a,normal,339,12.885154724121094
0,S001_2026-06-01_toshiba_normal_22C_a,normal,340,12.696162223815918
0,S001_2026-06-01_toshiba_normal_22C_a,normal,341,12.323535919189453
0,S001_2026-06-01_toshiba_normal_22C_a,normal,342,12.139902114868164
0,S001_2026-06-01_toshiba_normal_22C_a,normal,343,11.777997970581055
0,S001_2026-06-01_toshiba_normal_22C_a,normal,344,11.423236846923828
0,S001_2026-06-01_toshiba_normal_22C_a,normal,345,11.248537063598633
0,S001_2026-06-01_toshiba_normal_22C_a,normal,346,10.904499053955078
0,S001_2026-06-01_toshiba_normal_22C_a,normal,347,10.73515796661377
0,S001_2026-06-01_toshiba_normal_22C_a,normal,348,10.401838302612305
0,S001_2026-06-01_toshiba_normal_22C_a,normal,349,10.237859725952148
0,S001_2026-06-01_toshiba_normal_22C_a,normal,350,9.761536598205566
